UNIQUE_ID,2007,2012,2017
NRS_WI-10061,NA,NA,NA
NRS_WI-10063,NA,NA,NA
NRS_WI-10064,NA,NA,NA
NRS_WI-10066,NA,NA,NA
NRS_WI-10068,NA,NA,NA
NRS_WI-10069,NA,NA,NA
NRS_WI-10070,NA,NA,NA
NRS_WI-10071,NA,NA,NA
NRS_WI-10072,NA,NA,NA
NRS_WI-10074,NA,NA,NA
NRS_WI-10075,NA,NA,NA
NRS_WI-10076,NA,NA,NA
NRS_WI-10077,NA,NA,NA
NRS_WI-10078,NA,NA,NA
NRS_WI-10079,NA,NA,NA
NRS_WI-10080,NA,NA,NA
NRS_WI-10081,NA,NA,NA
NRS_WI-10083,NA,NA,NA
NRS_WI-10084,NA,NA,NA
NRS_WI-10085,NA,NA,NA
NRS_WI-10086,NA,NA,NA
NRS_WI-10087,NA,NA,NA
NRS_WI-10088,NA,NA,NA
NRS_WI-10090,NA,NA,NA
NRS_WI-10091,NA,NA,NA
NRS_WI-10093,NA,NA,NA
NRS_WI-10094,NA,NA,NA
NRS_WI-10095,NA,NA,NA
NRS_WI-10098,NA,NA,NA
NRS_WI-10099,NA,NA,NA
NRS_WI-10101,NA,NA,NA
NRS_WI-10102,NA,NA,NA
NRS_WI-10104,NA,NA,NA
NRS_WI-10105,NA,NA,NA
NRS_WI-10106,NA,NA,NA
NRS_WI-10107,NA,NA,NA
NRS_WI-10108,NA,NA,NA
NRS_WI-10109,NA,NA,NA
NRS_WI-10110,NA,NA,NA
NRS_WI-10111,NA,NA,NA
NRS_WI-10112,NA,NA,NA
NRS_WI-10113,NA,NA,NA
NRS_WI-10114,NA,NA,NA
NRS_WI-10115,NA,NA,NA
NRS_WI-10116,NA,NA,NA
NRS_WI-10117,NA,NA,NA
NRS_WI-10118,NA,NA,NA
NRS_WI-10120,NA,NA,NA
NRS_WI-10121,NA,NA,NA
NRS_WI-10122,NA,NA,NA
NRS_WI-10123,NA,NA,NA
NRS_WI-10124,NA,NA,NA
NRS_WI-10126,NA,NA,NA
NRS_WI-10127,NA,NA,NA
NRS_WI-10128,NA,NA,NA
NRS_WI-10129,NA,NA,NA
NRS_WI-10130,NA,NA,NA
NRS_WI-10131,NA,NA,NA
NRS_WI-10132,NA,NA,NA
NRS_WI-10133,NA,NA,NA
NRS_WI-10137,NA,NA,NA
NRS_WI-10140,NA,NA,NA
NRS_WI-10143,NA,NA,NA
NRS_WI-10145,NA,NA,NA
NRS_WI-10148,NA,NA,NA
NRS_WI-10151,NA,NA,NA
NRS_WI-10152,NA,NA,NA
NRS_WI-10155,NA,NA,NA
NRS_WI-10156,NA,NA,NA
NRS_WI-10157,NA,NA,NA
NRS_WI-10158,NA,NA,NA
NRS_WI-10159,NA,NA,NA
NRS_WI-10160,NA,NA,NA
NRS_WI-10162,NA,NA,NA
NRS_WI-10163,NA,NA,NA
NRS_WI-10164,NA,NA,NA
NRS_WI-10165,NA,NA,NA
NRS_WI-10166,NA,NA,NA
NRS_WI-10167,NA,NA,NA
NRS_WI-10168,NA,NA,NA
NRS_WI-10169,NA,NA,NA
NRS_WI-10170,NA,NA,NA
NRS_WI-10171,NA,NA,NA
NRS_WI-10172,NA,NA,NA
NRS_WI-10173,NA,NA,NA
NRS_WI-10174,NA,NA,NA
NRS_WI-10175,NA,NA,NA
NRS_WI-10176,NA,NA,NA
NRS_WI-10177,NA,NA,NA
NRS_WI-10178,NA,NA,NA
NRS_WI-10180,NA,NA,NA
NRS_WI-10183,NA,NA,NA
NRS_WI-10184,NA,NA,NA
NRS_WI-10186,NA,NA,NA
NRS_WI-10187,NA,NA,NA
NRS_WI-10188,NA,NA,NA
NRS_WI-10189,NA,NA,NA
NRS_WI-10190,NA,NA,NA
NRS_WI-10191,NA,NA,NA
NRS_WI-10194,NA,NA,NA
NRS_WI-10195,NA,NA,NA
NRS_WI-10196,NA,NA,NA
NRS_WI-10197,NA,NA,NA
NRS_WI-10198,NA,NA,NA
NRS_WI-10199,NA,NA,NA
NRS_WI-10201,NA,NA,NA
NRS_WI-10202,NA,NA,NA
NRS_WI-10203,NA,NA,NA
NRS_WI-10204,NA,NA,NA
NRS_WI-10205,NA,NA,NA
NRS_WI-10208,NA,NA,NA
NRS_WI-10209,NA,NA,NA
NRS_WI-10211,NA,NA,NA
NRS_WI-10212,NA,NA,NA
NRS_WI-10215,NA,NA,NA
NRS_WI-10217,NA,NA,NA
NRS_WI-10220,NA,NA,NA
NRS_WI-10221,NA,NA,NA
NRS_WI-10222,NA,NA,NA
NRS_WI-10223,NA,NA,NA
NRS_WI-10224,NA,NA,NA
NRS_WI-10225,NA,NA,NA
NRS_WI-10226,NA,NA,NA
NRS_WI-10231,NA,NA,NA
NRS_WI-10232,NA,NA,NA
NRS_WI-10233,NA,NA,NA
NRS_WI-10234,NA,NA,NA
NRS_WI-10235,NA,NA,NA
NRS_WI-10236,NA,NA,NA
NRS_WI-10237,NA,NA,NA
NRS_WI-10238,NA,NA,NA
NRS_WI-10240,NA,NA,NA
NRS_WI-10241,NA,NA,NA
NRS_WI-10243,NA,NA,NA
NRS_WI-10247,NA,NA,NA
NRS_WI-10250,NA,NA,NA
NRS_WI-10258,NA,NA,NA
NRS_WI-10259,NA,NA,NA
NRS_WI-10260,NA,NA,NA
NRS_WI-10261,NA,NA,NA
NRS_WI-10262,NA,NA,NA
NRS_WI-10263,NA,NA,NA
NRS_WI-10264,NA,NA,NA
NRS_WI-10265,NA,NA,NA
NRS_WV-10008,NA,NA,NA
NRS_WV-10013,NA,NA,NA
NRS_WV-10015,NA,NA,NA
NRS_WV-10016,NA,NA,NA
NRS_WV-10017,NA,NA,NA
NRS_WV-10018,NA,NA,NA
NRS_WV-10019,NA,NA,NA
NRS_WV-10020,NA,NA,NA
NRS_WV-10021,NA,NA,NA
NRS_WV-10022,NA,NA,NA
NRS_WV-10024,NA,NA,NA
NRS_WV-10025,NA,NA,NA
NRS_WV-10026,NA,NA,NA
NRS_WV-10027,NA,NA,NA
NRS_WV-10028,NA,NA,NA
NRS_WV-10030,NA,NA,NA
NRS_WV-10031,NA,NA,NA
NRS_WV-10034,NA,NA,NA
NRS_WV-10035,NA,NA,NA
NRS_WV-10036,NA,NA,NA
NRS_WV-10037,NA,NA,NA
NRS_WV-10038,NA,NA,NA
NRS_WV-10039,NA,NA,NA
NRS_WV-10040,NA,NA,NA
NRS_WV-10041,NA,NA,NA
NRS_WV-10042,NA,NA,NA
NRS_WV-10043,NA,NA,NA
NRS_WV-10044,NA,NA,NA
NRS_WV-10045,NA,NA,NA
NRS_WV-10046,NA,NA,NA
NRS_WV-10048,NA,NA,NA
NRS_WV-10049,NA,NA,NA
NRS_WV-10050,NA,NA,NA
NRS_WV-10051,NA,NA,NA
NRS_WV-10052,NA,NA,NA
NRS_WV-10053,NA,NA,NA
NRS_WV-10054,NA,NA,NA
NRS_WV-10055,NA,NA,NA
NRS_WV-10056,NA,NA,NA
NRS_WV-10057,NA,NA,NA
NRS_WV-10058,NA,NA,NA
NRS_WV-10059,NA,NA,NA
NRS_WV-10060,NA,NA,NA
NRS_WV-10061,NA,NA,NA
NRS_WV-10062,NA,NA,NA
NRS_WV-10063,NA,NA,NA
NRS_WV-10064,NA,NA,NA
NRS_WV-10065,NA,NA,NA
NRS_WV-10066,NA,NA,NA
NRS_WV-10067,NA,NA,NA
NRS_WV-10068,NA,NA,NA
NRS_WV-10069,NA,NA,NA
NRS_WV-10071,NA,NA,NA
NRS_WV-10072,NA,NA,NA
NRS_WV-10074,NA,NA,NA
NRS_WV-10075,NA,NA,NA
NRS_WV-10076,NA,NA,NA
NRS_WV-10078,NA,NA,NA
NRS_WV-10079,NA,NA,NA
NRS_WV-10080,NA,NA,NA
NRS_WV-10081,NA,NA,NA
NRS_WV-10082,NA,NA,NA
NRS_WY-10016,NA,NA,NA
NRS_WY-10024,NA,NA,NA
NRS_WY-10030,NA,NA,NA
NRS_WY-10031,NA,NA,NA
NRS_WY-10085,NA,NA,NA
NRS_WY-10098,NA,NA,NA
NRS_WY-10104,NA,NA,NA
NRS_WY-10113,NA,NA,NA
NRS_WY-10159,NA,NA,NA
NRS_WY-10171,NA,NA,NA
NRS_WY-10208,NA,NA,NA
NRS_WY-10220,NA,NA,NA
NRS_WY-10315,NA,NA,NA
NRS_WY-10319,NA,NA,NA
NRS_WY-10320,NA,NA,NA
NRS_WY-10321,NA,NA,NA
NRS_WY-10324,NA,NA,NA
NRS_WY-10325,NA,NA,NA
NRS_WY-10327,NA,NA,NA
NRS_WY-10328,NA,NA,NA
NRS_WY-10329,NA,NA,NA
NRS_WY-10330,NA,NA,NA
NRS_WY-10331,NA,NA,NA
NRS_WY-10333,NA,NA,NA
NRS_WY-10337,NA,NA,NA
NRS_WY-10338,NA,NA,NA
NRS_WY-10339,NA,NA,NA
NRS_WY-10340,NA,NA,NA
NRS_WY-10341,NA,NA,NA
NRS_WY-10342,NA,NA,NA
NRS_WY-10343,NA,NA,NA
NRS_WY-10344,NA,NA,NA
NRS_WY-10345,NA,NA,NA
NRS_WY-10346,NA,NA,NA
NRS_WY-10349,NA,NA,NA
NRS_WY-10350,NA,NA,NA
NRS_WY-10351,NA,NA,NA
NRS_WY-10353,NA,NA,NA
NRS_WY-10354,NA,NA,NA
NRS_WY-10355,NA,NA,NA
NRS_WY-10356,NA,NA,NA
NRS_WY-10357,NA,NA,NA
NRS_WY-10360,NA,NA,NA
NRS_WY-10361,NA,NA,NA
NRS_WY-10367,NA,NA,NA
NRS_WY-10369,NA,NA,NA
NRS_WY-10370,NA,NA,NA
NRS_WY-10372,NA,NA,NA
NRS_WY-10373,NA,NA,NA
NRS_WY-10374,NA,NA,NA
NRS_WY-10375,NA,NA,NA
NRS_WY-10376,NA,NA,NA
NRS_WY-10377,NA,NA,NA
NRS_WY-10379,NA,NA,NA
NRS_WY-10380,NA,NA,NA
NRS_WY-10381,NA,NA,NA
NRS_WY-10382,NA,NA,NA
NRS_WY-10384,NA,NA,NA
NRS_WY-10385,NA,NA,NA
NRS_WY-10388,NA,NA,NA
NRS_WY-10391,NA,NA,NA
NRS_WY-10394,NA,NA,NA
NRS_WY-10399,NA,NA,NA
NRS_WY-10401,NA,NA,NA
NRS_WY-10403,NA,NA,NA
NRS_WY-10405,NA,NA,NA
NRS_WY-10408,NA,NA,NA
NRS_WY-10409,NA,NA,NA
NRS_WY-10411,NA,NA,NA
NRS_WY-10413,NA,NA,NA
NRS_WY-10415,NA,NA,NA
NRS_WY-10417,NA,NA,NA
NRS_WY-10419,NA,NA,NA
NRS_WY-10421,NA,NA,NA
NRS_WY-10422,NA,NA,NA
NRS_WY-10423,NA,NA,NA
NRS_WY-10424,NA,NA,NA
NRS_WY-10427,NA,NA,NA
NRS_WY-10428,NA,NA,NA
NRS_WY-10429,NA,NA,NA
NRS_WY-10432,NA,NA,NA
NRS_WY-10436,NA,NA,NA
NRS_WY-10439,NA,NA,NA
NRS_WY-10441,NA,NA,NA
NRS_WY-10444,NA,NA,NA
NRS_WY-10445,NA,NA,NA
NRS_WY-10447,NA,NA,NA
NRS_WY-10448,NA,NA,NA
NRS_WY-10449,NA,NA,NA
NRS_WY-10450,NA,NA,NA
NRS_WY-10451,NA,NA,NA
NRS_WY-10452,NA,NA,NA
NRS_WY-10453,NA,NA,NA
NRS_WY-10454,NA,NA,NA
NRS_WY-10455,NA,NA,NA
NRS_WY-10456,NA,NA,NA
NRS_WY-10460,NA,NA,NA
NRS_WY-10473,NA,NA,NA
NRS_WY-10481,NA,NA,NA
NRS_WY-10486,NA,NA,NA
NRS_WY-10489,NA,NA,NA
NRS_WY-10497,NA,NA,NA
NRS_WY-10498,NA,NA,NA
NRS_WY-10500,NA,NA,NA
NRS_WY-10504,NA,NA,NA
NRS_WY-10510,NA,NA,NA
NRS_WY-10513,NA,NA,NA
NRS_WY-10516,NA,NA,NA
NRS_WY-10519,NA,NA,NA
NRS_WY-10520,NA,NA,NA
NRS_WY-10524,NA,NA,NA
NRS_WY-10526,NA,NA,NA
NRS_WY-10528,NA,NA,NA
NRS_WY-10529,NA,NA,NA
NRS_WY-10531,NA,NA,NA
NRS_WY-10537,NA,NA,NA
NRS_WY-10543,NA,NA,NA
NRS_WY-10545,NA,NA,NA
NRS_WY-10549,NA,NA,NA
NRS_WY-10550,NA,NA,NA
NRS_WY-10552,NA,NA,NA
NRS_WY-10559,NA,NA,NA
NRS_WY-10560,NA,NA,NA
NRS_WY-10569,NA,NA,NA
NRS_WY-10570,NA,NA,NA
NRS_WY-10571,NA,NA,NA
NRS_WY-10574,NA,NA,NA
NRS_WY-10575,NA,NA,NA
NRS_WY-10618,NA,NA,NA
NRS_WY-10621,NA,NA,NA
NRS_WY-10628,NA,NA,NA
NRS_WY-10631,NA,NA,NA
NRS_WY-10633,NA,NA,NA
NRS_WY-10637,NA,NA,NA
NRS_WY-10640,NA,NA,NA
NRS_WY-10642,NA,NA,NA
NRS_WY-10649,NA,NA,NA
NRS_WY-10651,NA,NA,NA
NRS_WY-10653,NA,NA,NA
NWC_AL-10002,NA,NA,NA
NWC_AL-10003,NA,NA,NA
NWC_AL-10005,NA,NA,NA
NWC_AL-10006,NA,NA,NA
NWC_AL-10007,NA,NA,NA
NWC_AL-10009,NA,NA,NA
NWC_AL-10010,NA,NA,NA
NWC_AL-10011,NA,NA,NA
NWC_AL-10014,NA,NA,NA
NWC_AL-10015,NA,NA,NA
NWC_AL-10017,NA,NA,NA
NWC_AL-10019,NA,NA,NA
NWC_AL-10020,NA,NA,NA
NWC_AL-10021,NA,NA,NA
NWC_AL-10023,NA,NA,NA
NWC_AL-10027,NA,NA,NA
NWC_AL-10028,NA,NA,NA
NWC_AL-10029,NA,NA,NA
NWC_AL-10030,NA,NA,NA
NWC_AL-10035,NA,NA,NA
NWC_AL-10039,NA,NA,NA
NWC_AL-10040,NA,NA,NA
NWC_AL-10046,NA,NA,NA
NWC_AL-10047,NA,NA,NA
NWC_AL-10049,NA,NA,NA
NWC_AL-10052,NA,NA,NA
NWC_AL-10056,NA,NA,NA
NWC_AL-10057,NA,NA,NA
NWC_AL-10060,NA,NA,NA
NWC_AL-10061,NA,NA,NA
NWC_AL-10062,NA,NA,NA
NWC_AL-10063,NA,NA,NA
NWC_AL-10064,NA,NA,NA
NWC_AL-10070,NA,NA,NA
NWC_AR-10001,NA,NA,NA
NWC_AR-10003,NA,NA,NA
NWC_AR-10004,NA,NA,NA
NWC_AR-10005,NA,NA,NA
NWC_AR-10008,NA,NA,NA
NWC_AR-10009,NA,NA,NA
NWC_AR-10011,NA,NA,NA
NWC_AR-10012,NA,NA,NA
NWC_AR-10017,NA,NA,NA
NWC_AR-10019,NA,NA,NA
NWC_AR-10021,NA,NA,NA
NWC_AR-10023,NA,NA,NA
NWC_AR-10028,NA,NA,NA
NWC_AR-10029,NA,NA,NA
NWC_AR-10030,NA,NA,NA
NWC_AR-10032,NA,NA,NA
NWC_AR-10036,NA,NA,NA
NWC_AR-10040,NA,NA,NA
NWC_AR-10043,NA,NA,NA
NWC_AR-10044,NA,NA,NA
NWC_AR-10048,NA,NA,NA
NWC_AR-10049,NA,NA,NA
NWC_AR-10050,NA,NA,NA
NWC_AR-10051,NA,NA,NA
NWC_AR-10052,NA,NA,NA
NWC_AR-10058,NA,NA,NA
NWC_AR-10061,NA,NA,NA
NWC_AR-10062,NA,NA,NA
NWC_AR-10063,NA,NA,NA
NWC_AR-10079,NA,NA,NA
NWC_AR-10080,NA,NA,NA
NWC_AR-10086,NA,NA,NA
NWC_AR-10089,NA,NA,NA
NWC_AR-10090,NA,NA,NA
NWC_AR-10093,NA,NA,NA
NWC_AZ-10006,NA,NA,NA
NWC_AZ-10009,NA,NA,NA
NWC_AZ-10022,NA,NA,NA
NWC_AZ-10029,NA,NA,NA
NWC_AZ-10032,NA,NA,NA
NWC_AZ-10042,NA,NA,NA
NWC_AZ-10049,NA,NA,NA
NWC_AZ-10053,NA,NA,NA
NWC_AZ-10055,NA,NA,NA
NWC_AZ-10077,NA,NA,NA
NWC_AZ-10093,NA,NA,NA
NWC_AZ-10096,NA,NA,NA
NWC_AZ-10104,NA,NA,NA
NWC_AZ-10112,NA,NA,NA
NWC_AZ-10158,NA,NA,NA
NWC_AZ-10171,NA,NA,NA
NWC_AZ-10187,NA,NA,NA
NWC_AZ-10195,NA,NA,NA
NWC_AZ-10215,NA,NA,NA
NWC_AZ-10234,NA,NA,NA
NWC_AZ-10259,NA,NA,NA
NWC_AZ-10360,NA,NA,NA
NWC_CA-10001,NA,NA,NA
NWC_CA-10002,NA,NA,NA
NWC_CA-10005,NA,NA,NA
NWC_CA-10010,NA,NA,NA
NWC_CA-10012,NA,NA,NA
NWC_CA-10014,NA,NA,NA
NWC_CA-10019,NA,NA,NA
NWC_CA-10021,NA,NA,NA
NWC_CA-10023,NA,NA,NA
NWC_CA-10025,NA,NA,NA
NWC_CA-10027,NA,NA,NA
NWC_CA-10029,NA,NA,NA
NWC_CA-10032,NA,NA,NA
NWC_CA-10036,NA,NA,NA
NWC_CA-10040,NA,NA,NA
NWC_CA-10042,NA,NA,NA
NWC_CA-10043,NA,NA,NA
NWC_CA-10046,NA,NA,NA
NWC_CA-10047,NA,NA,NA
NWC_CA-10050,NA,NA,NA
NWC_CA-10052,NA,NA,NA
NWC_CA-10056,NA,NA,NA
NWC_CA-10059,NA,NA,NA
NWC_CA-10060,NA,NA,NA
NWC_CA-10063,NA,NA,NA
NWC_CA-10064,NA,NA,NA
NWC_CA-10066,NA,NA,NA
NWC_CA-10072,NA,NA,NA
NWC_CA-10073,NA,NA,NA
NWC_CA-10082,NA,NA,NA
NWC_CA-10083,NA,NA,NA
NWC_CA-10088,NA,NA,NA
NWC_CA-10089,NA,NA,NA
NWC_CA-10091,NA,NA,NA
NWC_CA-10094,NA,NA,NA
NWC_CA-10096,NA,NA,NA
NWC_CA-10097,NA,NA,NA
NWC_CA-10101,NA,NA,NA
NWC_CA-10104,NA,NA,NA
NWC_CA-10105,NA,NA,NA
NWC_CA-10106,NA,NA,NA
NWC_CA-10109,NA,NA,NA
NWC_CA-10117,NA,NA,NA
NWC_CA-10129,NA,NA,NA
NWC_CA-10132,NA,NA,NA
NWC_CA-10134,NA,NA,NA
NWC_CA-10135,NA,NA,NA
NWC_CA-10138,NA,NA,NA
NWC_CA-10139,NA,NA,NA
NWC_CA-10144,NA,NA,NA
NWC_CA-10145,NA,NA,NA
NWC_CA-10146,NA,NA,NA
NWC_CA-10149,NA,NA,NA
NWC_CA-10150,NA,NA,NA
NWC_CA-10152,NA,NA,NA
NWC_CA-10153,NA,NA,NA
NWC_CA-10154,NA,NA,NA
NWC_CA-10156,NA,NA,NA
NWC_CA-10159,NA,NA,NA
NWC_CA-10164,NA,NA,NA
NWC_CA-10167,NA,NA,NA
NWC_CA-10168,NA,NA,NA
NWC_CA-10169,NA,NA,NA
NWC_CA-10170,NA,NA,NA
NWC_CA-10171,NA,NA,NA
NWC_CA-10174,NA,NA,NA
NWC_CA-10175,NA,NA,NA
NWC_CA-10176,NA,NA,NA
NWC_CA-10179,NA,NA,NA
NWC_CA-10180,NA,NA,NA
NWC_CA-10182,NA,NA,NA
NWC_CA-10185,NA,NA,NA
NWC_CA-10186,NA,NA,NA
NWC_CA-10188,NA,NA,NA
NWC_CA-10190,NA,NA,NA
NWC_CA-10196,NA,NA,NA
NWC_CA-10199,NA,NA,NA
NWC_CA-10200,NA,NA,NA
NWC_CA-10202,NA,NA,NA
NWC_CA-10204,NA,NA,NA
NWC_CA-10205,NA,NA,NA
NWC_CA-10209,NA,NA,NA
NWC_CA-10212,NA,NA,NA
NWC_CA-10216,NA,NA,NA
NWC_CA-10217,NA,NA,NA
NWC_CA-10218,NA,NA,NA
NWC_CA-10219,NA,NA,NA
NWC_CA-10220,NA,NA,NA
NWC_CA-10221,NA,NA,NA
NWC_CA-10222,NA,NA,NA
NWC_CA-10223,NA,NA,NA
NWC_CA-10224,NA,NA,NA
NWC_CO-10003,NA,NA,NA
NWC_CO-10012,NA,NA,NA
NWC_CO-10013,NA,NA,NA
NWC_CO-10018,NA,NA,NA
NWC_CO-10024,NA,NA,NA
NWC_CO-10031,NA,NA,NA
NWC_CO-10033,NA,NA,NA
NWC_CO-10034,NA,NA,NA
NWC_CO-10035,NA,NA,NA
NWC_CO-10041,NA,NA,NA
NWC_CO-10042,NA,NA,NA
NWC_CO-10048,NA,NA,NA
NWC_CO-10049,NA,NA,NA
NWC_CO-10050,NA,NA,NA
NWC_CO-10051,NA,NA,NA
NWC_CO-10052,NA,NA,NA
NWC_CO-10062,NA,NA,NA
NWC_CO-10063,NA,NA,NA
NWC_CO-10065,NA,NA,NA
NWC_CO-10069,NA,NA,NA
NWC_CO-10070,NA,NA,NA
NWC_CO-10073,NA,NA,NA
NWC_CO-10076,NA,NA,NA
NWC_CO-10079,NA,NA,NA
NWC_CO-10080,NA,NA,NA
NWC_CO-10084,NA,NA,NA
NWC_CO-10086,NA,NA,NA
NWC_CO-10089,NA,NA,NA
NWC_CO-10091,NA,NA,NA
NWC_CO-10092,NA,NA,NA
NWC_CO-10095,NA,NA,NA
NWC_CO-10097,NA,NA,NA
NWC_CO-10100,NA,NA,NA
NWC_CO-10105,NA,NA,NA
NWC_CO-10108,NA,NA,NA
NWC_CO-10109,NA,NA,NA
NWC_CO-10111,NA,NA,NA
NWC_CO-10112,NA,NA,NA
NWC_CO-10113,NA,NA,NA
NWC_CO-10115,NA,NA,NA
NWC_CO-10116,NA,NA,NA
NWC_CO-10117,NA,NA,NA
NWC_CO-10118,NA,NA,NA
NWC_CO-10119,NA,NA,NA
NWC_CO-10120,NA,NA,NA
NWC_CO-10121,NA,NA,NA
NWC_CO-10122,NA,NA,NA
NWC_CT-10005,NA,NA,NA
NWC_CT-10006,NA,NA,NA
NWC_CT-10007,NA,NA,NA
NWC_CT-10009,NA,NA,NA
NWC_CT-10010,NA,NA,NA
NWC_CT-10012,NA,NA,NA
NWC_CT-10013,NA,NA,NA
NWC_CT-10014,NA,NA,NA
NWC_CT-10015,NA,NA,NA
NWC_CT-10016,NA,NA,NA
NWC_CT-10019,NA,NA,NA
NWC_CT-10024,NA,NA,NA
NWC_CT-10026,NA,NA,NA
NWC_CT-10027,NA,NA,NA
NWC_CT-10031,NA,NA,NA
NWC_DE-10001,NA,NA,NA
NWC_DE-10002,NA,NA,NA
NWC_DE-10003,NA,NA,NA
NWC_DE-10004,NA,NA,NA
NWC_DE-10006,NA,NA,NA
NWC_DE-10007,NA,NA,NA
NWC_DE-10009,NA,NA,NA
NWC_DE-10011,NA,NA,NA
NWC_DE-10013,NA,NA,NA
NWC_DE-10014,NA,NA,NA
NWC_DE-10017,NA,NA,NA
NWC_DE-10021,NA,NA,NA
NWC_DE-10022,NA,NA,NA
NWC_DE-10025,NA,NA,NA
NWC_DE-10026,NA,NA,NA
NWC_DE-10027,NA,NA,NA
NWC_DE-10029,NA,NA,NA
NWC_DE-10030,NA,NA,NA
NWC_DE-10033,NA,NA,NA
NWC_DE-10039,NA,NA,NA
NWC_DE-10040,NA,NA,NA
NWC_DE-10043,NA,NA,NA
NWC_DE-10044,NA,NA,NA
NWC_DE-10046,NA,NA,NA
NWC_DE-10047,NA,NA,NA
NWC_DE-10048,NA,NA,NA
NWC_DE-10052,NA,NA,NA
NWC_DE-10055,NA,NA,NA
NWC_DE-10056,NA,NA,NA
NWC_FL-10001,NA,NA,NA
NWC_FL-10003,NA,NA,NA
NWC_FL-10006,NA,NA,NA
NWC_FL-10007,NA,NA,NA
NWC_FL-10008,NA,NA,NA
NWC_FL-10011,NA,NA,NA
NWC_FL-10013,NA,NA,NA
NWC_FL-10015,NA,NA,NA
NWC_FL-10016,NA,NA,NA
NWC_FL-10017,NA,NA,NA
NWC_FL-10024,NA,NA,NA
NWC_FL-10026,NA,NA,NA
NWC_FL-10028,NA,NA,NA
NWC_FL-10031,NA,NA,NA
NWC_FL-10034,NA,NA,NA
NWC_FL-10035,NA,NA,NA
NWC_FL-10039,NA,NA,NA
NWC_FL-10043,NA,NA,NA
NWC_FL-10046,NA,NA,NA
NWC_FL-10048,NA,NA,NA
NWC_FL-10054,NA,NA,NA
NWC_FL-10059,NA,NA,NA
NWC_FL-10060,NA,NA,NA
NWC_FL-10067,NA,NA,NA
NWC_FL-10068,NA,NA,NA
NWC_FL-10071,NA,NA,NA
NWC_FL-10072,NA,NA,NA
NWC_FL-10073,NA,NA,NA
NWC_FL-10076,NA,NA,NA
NWC_FL-10079,NA,NA,NA
NWC_FL-10082,NA,NA,NA
NWC_FL-10084,NA,NA,NA
NWC_FL-10089,NA,NA,NA
NWC_FL-10090,NA,NA,NA
NWC_FL-10092,NA,NA,NA
NWC_FL-10093,NA,NA,NA
NWC_FL-10094,NA,NA,NA
NWC_FL-10097,NA,NA,NA
NWC_FL-10102,NA,NA,NA
NWC_FL-10103,NA,NA,NA
NWC_FL-10104,NA,NA,NA
NWC_FL-10105,NA,NA,NA
NWC_FL-10110,NA,NA,NA
NWC_FL-10113,NA,NA,NA
NWC_FL-10114,NA,NA,NA
NWC_FL-10116,NA,NA,NA
NWC_FL-10124,NA,NA,NA
NWC_FL-10125,NA,NA,NA
NWC_FL-10127,NA,NA,NA
NWC_FL-10131,NA,NA,NA
NWC_FL-10132,NA,NA,NA
NWC_FL-10133,NA,NA,NA
NWC_FL-10134,NA,NA,NA
NWC_FL-10144,NA,NA,NA
NWC_FL-10145,NA,NA,NA
NWC_FL-10147,NA,NA,NA
NWC_FL-10149,NA,NA,NA
NWC_FL-10153,NA,NA,NA
NWC_FL-10154,NA,NA,NA
NWC_FL-10164,NA,NA,NA
NWC_FL-10165,NA,NA,NA
NWC_FL-10167,NA,NA,NA
NWC_FL-10171,NA,NA,NA
NWC_FL-10175,NA,NA,NA
NWC_FL-10179,NA,NA,NA
NWC_FL-10193,NA,NA,NA
NWC_FL-10195,NA,NA,NA
NWC_FL-10196,NA,NA,NA
NWC_FL-10197,NA,NA,NA
NWC_FL-10198,NA,NA,NA
NWC_FL-10199,NA,NA,NA
NWC_FL-10200,NA,NA,NA
NWC_FL-10201,NA,NA,NA
NWC_FL-10202,NA,NA,NA
NWC_FL-10203,NA,NA,NA
NWC_FL-10204,NA,NA,NA
NWC_FL-10205,NA,NA,NA
NWC_FL-10206,NA,NA,NA
NWC_FL-10207,NA,NA,NA
NWC_FL-10208,NA,NA,NA
NWC_FL-10225,NA,NA,NA
NWC_FL-10228,NA,NA,NA
NWC_FL-10232,NA,NA,NA
NWC_FL-10233,NA,NA,NA
NWC_FL-10235,NA,NA,NA
NWC_FL-10236,NA,NA,NA
NWC_FL-10237,NA,NA,NA
NWC_FL-10247,NA,NA,NA
NWC_FL-10252,NA,NA,NA
NWC_FL-10253,NA,NA,NA
NWC_FL-10255,NA,NA,NA
NWC_FL-10256,NA,NA,NA
NWC_FL-10263,NA,NA,NA
NWC_FL-10271,NA,NA,NA
NWC_FL-10277,NA,NA,NA
NWC_FL-10280,NA,NA,NA
NWC_FL-10283,NA,NA,NA
NWC_FL-10288,NA,NA,NA
NWC_FL-10289,NA,NA,NA
NWC_FL-10291,NA,NA,NA
NWC_FL-10301,NA,NA,NA
NWC_FL-10304,NA,NA,NA
NWC_FL-10305,NA,NA,NA
NWC_FL-10311,NA,NA,NA
NWC_FL-10313,NA,NA,NA
NWC_FL-10319,NA,NA,NA
NWC_FL-10320,NA,NA,NA
NWC_FL-10325,NA,NA,NA
NWC_FL-10335,NA,NA,NA
NWC_FL-10336,NA,NA,NA
NWC_FL-10337,NA,NA,NA
NWC_FL-10339,NA,NA,NA
NWC_FL-10341,NA,NA,NA
NWC_FL-10344,NA,NA,NA
NWC_FL-10348,NA,NA,NA
